division,availability,submitter,system,host_processor_model_name,host_processors_count,accelerator_model_name,accelerators_count,framework,cosmoflow,deepcam,oc20,details_url,code_url
closed,None,NVIDIA,dgxa100_n128_ngc21.09_mxnet,AMD EPYC 7742,256,NVIDIA A100-SXM4-80GB (400W),1024,MxNet NVIDIA Release 21.09,7.1150625000000005,,,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/systems/dgxa100_n128_ngc21.09_mxnet.json,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/benchmarks
closed,None,NVIDIA,dgxa100_n16_ngc21.09_mxnet,AMD EPYC 7742,32,NVIDIA A100-SXM4-80GB (400W),128,MxNet NVIDIA Release 21.09,25.781025,,,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/systems/dgxa100_n16_ngc21.09_mxnet.json,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/benchmarks
closed,None,NVIDIA,dgxa100_n256_ngc21.09_pytorch,AMD EPYC 7742,512,NVIDIA A100-SXM4-80GB (400W),2048,PyTorch NVIDIA Release 21.09,,1.6677277777777777,,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/systems/dgxa100_n256_ngc21.09_pytorch.json,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/benchmarks
closed,None,NVIDIA,dgxa100_n64_ngc21.09_pytorch,AMD EPYC 7742,128,NVIDIA A100-SXM4-80GB (400W),512,PyTorch NVIDIA Release 21.09,,2.645388888888889,,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/systems/dgxa100_n64_ngc21.09_pytorch.json,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/benchmarks
division,availability,submitter,system,host_processor_model_name,host_processors_count,accelerator_model_name,accelerators_count,framework,cosmoflow:number_of_models,cosmoflow:instance_scale,cosmoflow:time_to_train_all,deepcam:number_of_models,deepcam:instance_scale,deepcam:time_to_train_all,oc20:number_of_models,oc20:instance_scale,oc20:time_to_train_all,details_url,code_url
closed,None,NVIDIA,dgxa100_n512_ngc21.09_mxnet,AMD EPYC 7742,1024,NVIDIA A100-SXM4-80GB (400W),4096,MxNet NVIDIA Release 21.09,32.0,128.0,43.893449999999994,,,,,,,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/systems/dgxa100_n512_ngc21.09_mxnet.json,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/benchmarks
closed,None,NVIDIA,dgxa100_n512_ngc21.09_pytorch,AMD EPYC 7742,1024,NVIDIA A100-SXM4-80GB (400W),4096,PyTorch NVIDIA Release 21.09,,,,256.0,16.0,48.591699999999996,,,,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/systems/dgxa100_n512_ngc21.09_pytorch.json,https://github.com/mlcommons/hpc_results_v1.0/blob/master/NVIDIA/benchmarks
