:::MLLOG {"namespace": "", "time_ms": 1633227737115, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 347}}
:::MLLOG {"namespace": "", "time_ms": 1633227737881, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "oc20", "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 348}}
:::MLLOG {"namespace": "", "time_ms": 1633227737881, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "ANL", "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 349}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 350}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 351}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "SUBMISSION_PLATFORM_PLACEHOLDER", "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 352}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 355}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "POINT_IN_TIME", "key": "number_of_ranks", "value": 128, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 362}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "POINT_IN_TIME", "key": "number_of_nodes", "value": 16, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 363}}
:::MLLOG {"namespace": "", "time_ms": 1633227737882, "event_type": "POINT_IN_TIME", "key": "accelerators_per_node", "value": 8, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 364}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "seed", "value": 1633227637, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 367}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 1024, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 369}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "train_samples", "value": 2000000, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 370}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 999866, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 371}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "opt_name", "value": "AdamW", "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 372}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 0.0012, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 373}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 7816, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 374}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_factor", "value": 0.2, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 375}}
:::MLLOG {"namespace": "", "time_ms": 1633227737883, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_boundary_steps", "value": [31252, 46896, 62528], "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 376}}
:::MLLOG {"namespace": "", "time_ms": 1633227737884, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_factor", "value": 0.1, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 377}}
:::MLLOG {"namespace": "", "time_ms": 1633227737884, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 380}}
:::MLLOG {"namespace": "", "time_ms": 1633227737884, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 381}}
:::MLLOG {"namespace": "", "time_ms": 1633230923176, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 473, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1633231020466, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 483, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1633231020467, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.05022823279233085, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 486, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1633231021697, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 538, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1633231021698, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 405, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1633231549608, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 473, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1633231647208, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 483, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1633231647221, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.04891759440105153, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 486, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1633231648422, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 538, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1633231648423, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 405, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1633232176453, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 473, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1633232273897, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 483, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1633232273898, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.046165327509276335, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 486, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1633232275148, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 538, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1633232275148, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 405, "epoch_num": 8}}
:::MLLOG {"namespace": "", "time_ms": 1633232813726, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 473, "epoch_num": 8}}
:::MLLOG {"namespace": "", "time_ms": 1633232911206, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 483, "epoch_num": 8}}
:::MLLOG {"namespace": "", "time_ms": 1633232911207, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.044627600990956945, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 486, "epoch_num": 8}}
:::MLLOG {"namespace": "", "time_ms": 1633232912350, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 538, "epoch_num": 8}}
:::MLLOG {"namespace": "", "time_ms": 1633232912350, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 405, "epoch_num": 9}}
:::MLLOG {"namespace": "", "time_ms": 1633233540724, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 473, "epoch_num": 9}}
:::MLLOG {"namespace": "", "time_ms": 1633233640018, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 483, "epoch_num": 9}}
:::MLLOG {"namespace": "", "time_ms": 1633233640019, "event_type": "POINT_IN_TIME", "key": "eval_error", "value": 0.0462564697997233, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 486, "epoch_num": 9}}
:::MLLOG {"namespace": "", "time_ms": 1633233641220, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 538, "epoch_num": 9}}
:::MLLOG {"namespace": "", "time_ms": 1633233641220, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 405, "epoch_num": 10}}
:::MLLOG {"namespace": "", "time_ms": 1633234196329, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 473, "epoch_num": 10}}
:::MLLOG {"namespace": "", "time_ms": 1633234293955, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/lus/theta-fs0/projects/datascience/memani/mlhpc/hpc/open_catalyst/ocpmodels/trainers/mlperf_forces_trainer.py", "lineno": 483, "epoch_num": 10}}
